AverageAngleError,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MaxTemperature,MinBatteryCharge,MinBusVoltage,PV_Panels,bomCost,BattCap,GyroSize,ixx
None,None,None,None,None,None,None,2,209066.0,150.602055032,903.869177976,1.31569637905
None,None,None,None,None,None,None,2,209066.0,79.2769940928,959.21472374,1.9786215324
None,None,None,None,None,None,None,2,209066.0,326.016649852,878.346584929,1.73980843241
None,None,None,None,None,None,None,2,209066.0,366.814651322,807.4222787,1.41598810175
None,None,None,None,None,None,None,2,209066.0,204.036164761,163.734223004,1.71830872377
None,None,None,None,None,None,None,2,209066.0,193.02614261,226.715099807,1.95550640328
None,None,None,None,None,None,None,2,209066.0,311.277417396,586.78523932,0.859184582135
None,None,None,None,None,None,None,2,209066.0,415.930463943,322.96201581,1.66250055433
None,None,None,None,None,None,None,2,209066.0,171.227855866,234.265633575,1.44325100277
None,None,None,None,None,None,None,2,209066.0,162.688198865,984.902476272,1.72561112648
None,None,None,None,None,None,None,2,209066.0,203.722252404,801.188413751,1.69530814963
None,None,None,None,None,None,None,2,209066.0,354.869669892,801.728338233,1.23332710436
None,None,None,None,None,None,None,2,209066.0,156.643229784,576.240144123,1.44947439153
None,None,None,None,None,None,None,2,209066.0,454.210993109,226.820019123,1.78989979538
None,None,None,None,None,None,None,2,209066.0,337.538703987,593.513719414,1.25963982001
None,None,None,None,None,None,None,2,209066.0,378.238038793,623.733193288,1.07125924199
None,None,None,None,None,None,None,2,209066.0,339.166584598,820.608310715,1.80146633386
None,None,None,None,None,None,None,2,209066.0,381.083216606,331.488231033,1.53032702223
None,None,None,None,None,None,None,2,209066.0,376.678207515,953.943698244,0.862141487655
None,None,None,None,None,None,None,2,209066.0,83.1975278322,435.824721205,1.87789221907
None,None,None,None,None,None,None,2,209066.0,424.814451632,550.892847212,0.805768325854
None,None,None,None,None,None,None,2,209066.0,198.210476382,619.272735876,1.34942068639
None,None,None,None,None,None,None,2,209066.0,54.8773651383,257.746068413,1.80684977439
None,None,None,None,None,None,None,2,209066.0,280.769875466,212.237991359,0.923281263078
None,None,None,None,None,None,None,2,209066.0,78.0587248131,366.083945314,0.857317256868
None,None,None,None,None,None,None,2,209066.0,146.186129603,778.04160469,1.37507495422
None,None,None,None,None,None,None,2,209066.0,456.612014118,990.496339947,1.14170968229
None,None,None,None,None,None,None,2,209066.0,354.794639461,789.637573831,1.20508072137
None,None,None,None,None,None,None,2,209066.0,343.540304529,396.428928163,1.61477439761
None,None,None,None,None,None,None,2,209066.0,200.62825238,219.453419626,1.12619314587
None,None,None,None,None,None,None,2,209066.0,327.58917882,904.746388414,1.07065748947
None,None,None,None,None,None,None,2,209066.0,359.754536684,673.60191327,1.64326152294
None,None,None,None,None,None,None,2,209066.0,118.126621883,862.241012762,1.6554096783
None,None,None,None,None,None,None,2,209066.0,231.605975629,844.623155894,1.92501039392
None,None,None,None,None,None,None,2,209066.0,320.141664991,833.014196625,1.37733805015
None,None,None,None,None,None,None,2,209066.0,452.309717976,873.551272702,0.978433546832
None,None,None,None,None,None,None,2,209066.0,426.208875351,796.695105866,1.81614861112
None,None,None,None,None,None,None,2,209066.0,320.963823302,848.177966356,1.20400100193
None,None,None,None,None,None,None,2,209066.0,257.916471473,837.648288742,1.87704606229
None,None,None,None,None,None,None,2,209066.0,405.059532624,172.162106922,1.85864685661
None,None,None,None,None,None,None,2,209066.0,483.465259346,320.469481001,0.809346365953
None,None,None,None,None,None,None,2,209066.0,204.669447935,403.291873201,1.95248871127
None,None,None,None,None,None,None,2,209066.0,364.991911764,968.91516274,1.21473064035
None,None,None,None,None,None,None,2,209066.0,488.990540785,148.470090816,1.69358541449
None,None,None,None,None,None,None,2,209066.0,480.0770295,545.062872332,1.51251166282
None,None,None,None,None,None,None,2,209066.0,79.0398020119,262.146600681,1.65620714304
None,None,None,None,None,None,None,2,209066.0,143.657886301,585.820415891,1.43703754462
None,None,None,None,None,None,None,2,209066.0,243.75276242,894.101682517,0.913837656833
None,None,None,None,None,None,None,2,209066.0,202.488932873,766.773108126,0.802772096968
None,None,None,None,None,None,None,2,209066.0,474.999135682,234.912537129,1.62268119135
None,None,None,None,None,None,None,2,209066.0,185.385689394,670.40336943,1.41351971407
None,None,None,None,None,None,None,2,209066.0,130.76327481,403.635584318,0.94743050981
None,None,None,None,None,None,None,2,209066.0,245.501378314,259.752300069,0.953515040643
None,None,None,None,None,None,None,2,209066.0,363.231349554,823.254151293,1.72056871195
None,None,None,None,None,None,None,2,209066.0,456.442707216,67.5871617468,0.877468000553
None,None,None,None,None,None,None,2,209066.0,138.324488001,883.086863384,1.14908428876
None,None,None,None,None,None,None,2,209066.0,156.947358289,823.699921302,1.1569665598
None,None,None,None,None,None,None,2,209066.0,410.922512252,405.100175588,1.0212685929
None,None,None,None,None,None,None,2,209066.0,300.249722482,988.024409174,0.897129845105
None,None,None,None,None,None,None,2,209066.0,196.085017024,50.3547047254,1.07481699026
None,None,None,None,None,None,None,2,209066.0,454.53818382,217.612650738,1.6126250406
None,None,None,None,None,None,None,2,209066.0,171.230429579,387.051106928,1.55508275551
None,None,None,None,None,None,None,2,209066.0,209.037944389,235.394553867,1.21281394727
None,None,None,None,None,None,None,2,209066.0,143.583577392,488.319434217,1.7623157624
None,None,None,None,None,None,None,2,209066.0,377.07946398,54.3269249272,1.0881016096
None,None,None,None,None,None,None,2,209066.0,299.30514607,877.210015424,1.22054224052
None,None,None,None,None,None,None,2,209066.0,218.196165702,119.274532624,1.4118051181
None,None,None,None,None,None,None,2,209066.0,296.564589592,327.982954844,0.858643794682
None,None,None,None,None,None,None,2,209066.0,267.56885566,558.174976192,1.93516602449
None,None,None,None,None,None,None,2,209066.0,414.161856715,774.049381265,1.54869843855
None,None,None,None,None,None,None,2,209066.0,353.596838097,609.023790885,1.0818570464
None,None,None,None,None,None,None,2,209066.0,450.113218418,133.190971507,1.88700894078
None,None,None,None,None,None,None,2,209066.0,321.549215231,558.52304418,1.13352976487
None,None,None,None,None,None,None,2,209066.0,90.7945007192,977.096591307,1.90105830817
None,None,None,None,None,None,None,2,209066.0,324.350345934,658.629072153,0.825024733506
None,None,None,None,None,None,None,2,209066.0,492.970663819,995.006631844,1.53459319826
None,None,None,None,None,None,None,2,209066.0,330.529357553,525.778070915,1.32886328027
None,None,None,None,None,None,None,2,209066.0,227.938419052,194.997605872,1.04189996666
None,None,None,None,None,None,None,2,209066.0,483.184112842,752.209565899,0.87893833019
None,None,None,None,None,None,None,2,209066.0,236.724352867,968.219652548,1.53504381325
None,None,None,None,None,None,None,2,209066.0,185.376413166,605.707197821,1.62305994954
None,None,None,None,None,None,None,2,209066.0,113.479226041,899.014202524,1.5076550159
None,None,None,None,None,None,None,2,209066.0,77.0814052764,523.481532767,0.937880626522
None,None,None,None,None,None,None,2,209066.0,388.479888152,646.733836057,1.8460744025
None,None,None,None,None,None,None,2,209066.0,478.234684501,462.048528413,1.28604225521
None,None,None,None,None,None,None,2,209066.0,209.413196951,251.824665664,1.54823375076
None,None,None,None,None,None,None,2,209066.0,250.859599807,121.185945466,1.07878208594
None,None,None,None,None,None,None,2,209066.0,158.488708961,188.263497955,1.3124351906
None,None,None,None,None,None,None,2,209066.0,113.706860511,190.533231094,1.40226097064
None,None,None,None,None,None,None,2,209066.0,142.777541967,768.603736844,0.878148294036
None,None,None,None,None,None,None,2,209066.0,369.409214088,364.022479778,0.902189172292
None,None,None,None,None,None,None,2,209066.0,66.5077918608,453.568035251,1.82567628334
None,None,None,None,None,None,None,2,209066.0,213.828987793,89.8173332061,1.35874885513
None,None,None,None,None,None,None,2,209066.0,428.736988535,144.056882843,1.24599854449
None,None,None,None,None,None,None,2,209066.0,435.883628068,801.649441297,1.14603009428
None,None,None,None,None,None,None,2,209066.0,448.662374924,853.514133034,1.44052895661
None,None,None,None,None,None,None,2,209066.0,101.285360642,343.559657991,0.993469798903
None,None,None,None,None,None,None,2,209066.0,388.913836141,793.67651919,1.9065024641
None,None,None,None,None,None,None,2,209066.0,305.513361984,950.84883435,1.3043154137
None,None,None,None,None,None,None,2,209066.0,162.089291143,550.722122831,1.8864920445
None,None,None,None,None,None,None,2,209066.0,245.373909198,981.453329549,1.84677381451
None,None,None,None,None,None,None,2,209066.0,101.137511362,918.859078237,1.15318920474
None,None,None,None,None,None,None,2,209066.0,371.096184292,411.566809999,1.49949636909
None,None,None,None,None,None,None,2,209066.0,374.459838715,639.231238435,1.22819644766
None,None,None,None,None,None,None,2,209066.0,347.338858649,730.032437331,1.56746707943
None,None,None,None,None,None,None,2,209066.0,128.400179246,726.585591355,0.83998564217
None,None,None,None,None,None,None,2,209066.0,425.887681777,404.718430419,1.635051576
None,None,None,None,None,None,None,2,209066.0,458.527012611,281.509468617,1.40244031307
None,None,None,None,None,None,None,2,209066.0,217.112836316,403.751359391,0.853744314231
None,None,None,None,None,None,None,2,209066.0,437.634327176,148.683990893,1.52416742303
None,None,None,None,None,None,None,2,209066.0,251.999444094,448.93267581,1.73171003865
None,None,None,None,None,None,None,2,209066.0,329.167167789,620.875834229,1.59436546788
None,None,None,None,None,None,None,2,209066.0,190.375442402,294.687078037,1.54036070468
None,None,None,None,None,None,None,2,209066.0,135.620279368,656.121189567,1.0077456697
None,None,None,None,None,None,None,2,209066.0,262.796818037,901.246397049,1.46624689069
None,None,None,None,None,None,None,2,209066.0,194.774224511,110.176072938,1.07237714529
None,None,None,None,None,None,None,2,209066.0,286.336620209,874.386082776,1.20226992921
None,None,None,None,None,None,None,2,209066.0,415.433544441,780.377383735,0.803086857913
None,None,None,None,None,None,None,2,209066.0,322.947996153,645.639626514,1.98411118574
None,None,None,None,None,None,None,2,209066.0,284.945800498,537.523235871,1.72782802736
None,None,None,None,None,None,None,2,209066.0,390.327467092,132.027407705,1.32990080187
None,None,None,None,None,None,None,2,209066.0,482.515734925,186.457111098,1.89274354844
